,0
f_embedding_similarity,0.06741760578266598
f_neighbor_pca_0,0.016045401106352906
f_neighbor_pca_4,0.014923981624118638
f_neighbor_pca_3,0.014860239311783987
f_neighbor_pca_2,0.0142238003147266
f_neighbor_pca_1,0.010785989939309633
f_distance,0.009331220354338263
